name,url,dob,collage,from_year,to_year,pos,height,weight,nba_debut,career_length,g,pts,trb,ast
Al Butler,https://www.basketball-reference.com/players/b/butleal01.html,"July 9, 1938",Niagara University,1962,1965,G,6-2,175,"October 21, 1961",4 years,234,9.8,3.0,2.3
Caron Butler,https://www.basketball-reference.com/players/b/butleca01.html,"March 13, 1980",UConn,2003,2016,F,6-7,228,"October 30, 2002",14 years,881,14.1,5.0,2.3
Greg Butler,https://www.basketball-reference.com/players/b/butlegr01.html,"March 11, 1966",Stanford,1989,1991,C,6-11,240,"November 5, 1988",3 years,55,1.4,1.0,0.1
Jackie Butler,https://www.basketball-reference.com/players/b/butleja01.html,"March 10, 1985",None,2005,2007,F-C,6-10,250,"March 21, 2005",3 years,69,5.0,3.0,0.4
Jared Butler,https://www.basketball-reference.com/players/b/butleja02.html,"August 25, 2000",Baylor,2022,2023,G,6-3,195,"October 20, 2021",2 years,48,4.1,1.0,1.5
Jimmy Butler,https://www.basketball-reference.com/players/b/butleji01.html,"September 14, 1989",Marquette,2012,2023,F-G,6-7,230,"January 1, 2012",12 years,754,18.2,5.3,4.2
John Butler,https://www.basketball-reference.com/players/b/butlejo01.html,"December 4, 2002",Florida State,2023,2023,C,7-1,175,"November 5, 2022",1 year,19,2.4,0.9,0.6
Mike Butler,https://www.basketball-reference.com/players/b/butlemi01.html,"October 22, 1946",Memphis,1969,1972,G,6-2,170,,4 years,245,8.8,1.5,2.1
Mitchell Butler,https://www.basketball-reference.com/players/b/butlemi02.html,"December 15, 1970",UCLA,1994,2004,G-F,6-5,210,"November 5, 1993",8 years,362,5.2,2.0,0.9
Rasual Butler,https://www.basketball-reference.com/players/b/butlera01.html,"May 23, 1979",La Salle,2003,2016,F-G,6-7,215,"October 30, 2002",13 years,809,7.5,2.4,0.8
Dwight Buycks,https://www.basketball-reference.com/players/b/buyckdw01.html,"March 6, 1989",Marquette,2014,2018,G,6-3,190,"November 1, 2013",3 years,49,6.3,1.6,1.7
Derrick Byars,https://www.basketball-reference.com/players/b/byarsde01.html,"April 25, 1984",Virginia,2012,2012,F,6-7,220,"April 25, 2012",1 year,2,5.0,5.5,0.5
Andrew Bynum,https://www.basketball-reference.com/players/b/bynuman01.html,"October 27, 1987",None,2006,2014,C,7-0,285,"November 2, 2005",8 years,418,11.5,7.7,1.2
Will Bynum,https://www.basketball-reference.com/players/b/bynumwi01.html,"January 4, 1983",Arizona,2006,2015,G,6-0,185,"March 19, 2006",8 years,360,8.1,1.6,3.3
Walt Byrd,https://www.basketball-reference.com/players/b/byrdwa01.html,Temple,None,1970,1970,F,6-7,205,,1 year,22,1.5,1.1,0.3
Marty Byrnes,https://www.basketball-reference.com/players/b/byrnema01.html,"April 30, 1956",Syracuse,1979,1983,F,6-7,215,"October 13, 1978",4 years,263,5.7,2.2,1.6
Tommy Byrnes,https://www.basketball-reference.com/players/b/byrneto01.html,"February 19, 1923",Seton Hall,1947,1951,F-G,6-3,175,"November 1, 1946",5 years,264,6.5,1.5,1.2
Michael Bytzura,https://www.basketball-reference.com/players/b/bytzumi01.html,"June 18, 1922",Long Island University,1947,1947,F,6-1,170,"November 2, 1946",1 year,60,3.5,-,0.5
Žarko Čabarkapa,https://www.basketball-reference.com/players/c/cabarza01.html,"May 21, 1981",None,2004,2006,F,6-11,235,"October 28, 2003",3 years,150,4.3,2.1,0.6
Barney Cable,https://www.basketball-reference.com/players/c/cableba01.html,"July 29, 1935",Bradley,1959,1964,F,6-7,175,"October 19, 1958",6 years,362,6.6,5.2,1.1
Bruno Caboclo,https://www.basketball-reference.com/players/c/cabocbr01.html,"September 21, 1995",None,2015,2021,F-C,6-9,218,"November 21, 2014",7 years,105,4.2,2.6,0.7
Devontae Cacok,https://www.basketball-reference.com/players/c/cacokde01.html,"October 8, 1996",UNC Wilmington,2020,2022,F,6-7,240,"August 13, 2020",3 years,36,2.5,2.2,0.2
Jason Caffey,https://www.basketball-reference.com/players/c/caffeja01.html,"June 12, 1973",Alabama,1996,2003,F,6-8,255,"November 3, 1995",8 years,462,7.3,4.4,0.9
Michael Cage,https://www.basketball-reference.com/players/c/cagemi01.html,"January 28, 1962",San Diego State,1985,2000,F-C,6-9,224,"October 27, 1984",15 years,1140,7.3,7.6,0.9
Jamal Cain,https://www.basketball-reference.com/players/c/cainja01.html,"March 20, 1999",Marquette,2023,2023,F,6-7,191,"November 12, 2022",1 year,18,5.4,2.9,0.7
Gerry Calabrese,https://www.basketball-reference.com/players/c/calabge01.html,"February 4, 1925",St. John's,1951,1952,G,6-1,175,"November 2, 1950",2 years,104,4.7,1.4,1.4
Nick Calathes,https://www.basketball-reference.com/players/c/calatni01.html,"February 7, 1989",Florida,2014,2015,G,6-6,213,"October 30, 2013",2 years,129,4.6,1.9,2.7
José Calderón,https://www.basketball-reference.com/players/c/caldejo01.html,"September 28, 1981",None,2006,2019,G,6-3,200,"November 2, 2005",14 years,895,8.9,2.4,5.8
Adrian Caldwell,https://www.basketball-reference.com/players/c/caldwad01.html,"July 4, 1966",SMU,1990,1998,F-C,6-8,265,"November 4, 1989",6 years,197,2.0,2.5,0.2
Jim Caldwell,https://www.basketball-reference.com/players/c/caldwji01.html,"January 28, 1943",Georgia Tech,1968,1969,C,6-10,240,"October 18, 1967",2 years,137,7.1,7.7,2.0
Joe Caldwell,https://www.basketball-reference.com/players/c/caldwjo01.html,"November 1, 1941",Arizona State,1965,1975,F-G,6-5,195,"October 30, 1964",11 years,782,16.1,5.3,3.4
Kentavious Caldwell-Pope,https://www.basketball-reference.com/players/c/caldwke01.html,"February 18, 1993",Georgia,2014,2023,G,6-5,204,"October 30, 2013",10 years,759,11.5,3.1,1.8
Bill Calhoun,https://www.basketball-reference.com/players/c/calhobi01.html,"November 4, 1927",City College of San Francisco,1949,1955,F-G,6-3,180,,7 years,442,7.8,4.0,2.3
Corky Calhoun,https://www.basketball-reference.com/players/c/calhoco01.html,"November 1, 1950",Penn,1973,1980,F,6-7,210,"October 13, 1972",8 years,542,5.3,3.6,1.1
Demetrius Calip,https://www.basketball-reference.com/players/c/calipde01.html,"November 18, 1969",Michigan,1992,1992,G,6-1,165,"November 1, 1991",1 year,7,1.6,0.7,1.7
Tom Callahan,https://www.basketball-reference.com/players/c/callato01.html,"June 2, 1921",Rockhurst University,1947,1947,G,6-1,180,,1 year,13,1.3,-,0.3
Rick Calloway,https://www.basketball-reference.com/players/c/callori01.html,"December 12, 1966",Indiana,1991,1991,F,6-6,180,"November 6, 1990",1 year,64,3.2,1.2,1.0
Ernie Calverley,https://www.basketball-reference.com/players/c/calveer01.html,"January 30, 1924",Rhode Island,1947,1949,G,5-10,145,,3 years,165,11.9,-,3.5
Mack Calvin,https://www.basketball-reference.com/players/c/calvima01.html,"July 27, 1947",Long Beach City College,1970,1981,G,6-0,165,"October 21, 1976",11 years,755,16.1,2.5,4.8
Dexter Cambridge,https://www.basketball-reference.com/players/c/cambrde01.html,"January 29, 1970",Texas,1993,1993,F,6-7,224,"January 7, 1993",1 year,53,7.0,3.2,1.1
Marcus Camby,https://www.basketball-reference.com/players/c/cambyma01.html,"March 22, 1974",UMass,1997,2013,C-F,6-11,220,"November 1, 1996",17 years,973,9.5,9.8,1.9
Facundo Campazzo,https://www.basketball-reference.com/players/c/campafa01.html,"March 23, 1991",None,2021,2023,G,5-10,195,"December 23, 2020",3 years,138,5.3,1.8,3.3
Elden Campbell,https://www.basketball-reference.com/players/c/campbel01.html,"July 23, 1968",Clemson,1991,2005,C,6-11,215,"November 3, 1990",15 years,1044,10.3,5.9,1.1
Tony Campbell,https://www.basketball-reference.com/players/c/campbto01.html,"May 7, 1962",Ohio State,1985,1995,F-G,6-7,215,"October 26, 1984",11 years,690,11.6,3.1,1.5
Isaiah Canaan,https://www.basketball-reference.com/players/c/canaais01.html,"May 21, 1991",Murray State,2014,2019,G,6-0,201,"December 25, 2013",6 years,235,8.1,1.9,1.9
Vlatko Čančar,https://www.basketball-reference.com/players/c/cancavl01.html,"April 10, 1997",None,2020,2023,F,6-8,236,"October 31, 2019",4 years,130,3.5,1.7,0.9
Devin Cannady,https://www.basketball-reference.com/players/c/cannade01.html,"May 21, 1996",Princeton,2021,2022,G,6-2,183,"April 7, 2021",2 years,13,6.5,0.8,0.8
Larry Cannon,https://www.basketball-reference.com/players/c/cannola01.html,"April 12, 1947",La Salle,1970,1974,G,6-4,195,"February 20, 1974",4 years,213,16.6,2.9,3.6
Clint Capela,https://www.basketball-reference.com/players/c/capelca01.html,"May 18, 1994",None,2015,2023,C,6-10,240,"November 6, 2014",9 years,536,12.4,10.7,1.0
Derrick Caracter,https://www.basketball-reference.com/players/c/caracde01.html,"May 4, 1988",Louisville,2011,2011,F,6-9,275,"October 26, 2010",1 year,41,2.0,1.0,0.2
Frank Card,https://www.basketball-reference.com/players/c/cardfr01.html,"December 28, 1944",South Carolina State,1969,1973,F,6-7,195,,5 years,306,9.5,5.6,1.2
Brian Cardinal,https://www.basketball-reference.com/players/c/cardibr01.html,"May 2, 1977",Purdue,2001,2012,F,6-8,245,"December 9, 2000",12 years,456,4.6,2.3,1.0
Vernon Carey Jr.,https://www.basketball-reference.com/players/c/careyve01.html,"February 25, 2001",Duke,2021,2023,C,6-9,270,"December 30, 2020",3 years,37,1.9,1.4,0.1
Howie Carl,https://www.basketball-reference.com/players/c/carlho01.html,"June 7, 1938",DePaul,1962,1962,G,5-9,160,"October 19, 1961",1 year,31,5.5,1.3,1.8
Chet Carlisle,https://www.basketball-reference.com/players/c/carlich01.html,"November 2, 1916",California,1947,1947,F-C,6-5,195,,1 year,51,5.0,-,0.3
Geno Carlisle,https://www.basketball-reference.com/players/c/carlige01.html,"August 13, 1976",Northwestern,2005,2005,G,6-3,180,"November 17, 2004",1 year,6,1.3,0.2,0.2
Rick Carlisle,https://www.basketball-reference.com/players/c/carliri01.html,"October 27, 1959",University of Maine,1985,1990,G,6-5,210,"October 31, 1984",5 years,188,2.2,0.8,1.1
Don Carlos,https://www.basketball-reference.com/players/c/carlodo01.html,"March 3, 1944",Otterbein College,1969,1969,G-F,6-5,210,,1 year,56,11.2,5.0,2.8
Al Carlson,https://www.basketball-reference.com/players/c/carlsal01.html,"September 17, 1951",Oregon,1976,1976,C,6-11,235,"October 24, 1975",1 year,28,2.6,2.6,0.5
Don Carlson,https://www.basketball-reference.com/players/c/carlsdo01.html,"March 22, 1919",Minnesota,1947,1951,G-F,6-0,170,"November 2, 1946",4 years,180,8.0,1.7,1.8
Bob Carney,https://www.basketball-reference.com/players/c/carnebo01.html,"August 3, 1932",Bradley,1955,1955,G,6-3,170,"February 6, 1955",1 year,19,3.6,2.4,0.8
Rodney Carney,https://www.basketball-reference.com/players/c/carnero01.html,"April 15, 1984",Memphis,2007,2011,F,6-7,205,"November 1, 2006",5 years,299,5.9,2.0,0.4
Bob Carpenter,https://www.basketball-reference.com/players/c/carpebo01.html,"November 6, 1917",Texas A&M University-Commerce,1950,1951,F-C,6-5,200,"November 3, 1949",2 years,122,7.7,4.1,1.4
Antoine Carr,https://www.basketball-reference.com/players/c/carran01.html,"July 23, 1961",Wichita State,1985,2000,F-C,6-9,225,"October 26, 1984",16 years,987,9.3,3.4,1.1
Austin Carr,https://www.basketball-reference.com/players/c/carrau01.html,"March 10, 1948",Notre Dame,1972,1981,G,6-4,200,"November 16, 1971",10 years,682,15.4,2.9,2.8
Chris Carr,https://www.basketball-reference.com/players/c/carrch01.html,"March 12, 1974",Southern Illinois,1996,2001,G,6-5,207,"November 3, 1995",6 years,297,6.7,2.2,1.0
Cory Carr,https://www.basketball-reference.com/players/c/carrco01.html,"December 5, 1975",Texas Tech,1999,1999,G,6-3,210,"February 5, 1999",1 year,42,4.1,1.2,1.6
Kenny Carr,https://www.basketball-reference.com/players/c/carrke01.html,"August 15, 1955",NC State,1978,1987,F,6-7,220,"December 4, 1977",10 years,674,11.6,7.4,1.4
M.L. Carr,https://www.basketball-reference.com/players/c/carrml01.html,"January 9, 1951",Guilford College,1976,1985,F-G,6-6,205,"October 22, 1976",10 years,678,10.0,4.5,2.0
Darel Carrier,https://www.basketball-reference.com/players/c/carrida01.html,"October 26, 1940",Western Kentucky,1968,1973,G,6-3,185,,6 years,350,20.0,3.4,2.6
Bob Carrington,https://www.basketball-reference.com/players/c/carribo01.html,"July 3, 1953",Boston College,1978,1980,G-F,6-6,195,"October 18, 1977",2 years,82,8.2,2.3,1.5
DeMarre Carroll,https://www.basketball-reference.com/players/c/carrode01.html,"July 27, 1986",Vanderbilt,2010,2020,F,6-6,215,"October 28, 2009",11 years,578,8.9,4.2,1.3
Joe Barry Carroll,https://www.basketball-reference.com/players/c/carrojo01.html,"July 24, 1958",Purdue,1981,1991,C-F,7-0,225,"October 10, 1980",10 years,705,17.7,7.7,1.8
Matt Carroll,https://www.basketball-reference.com/players/c/carroma01.html,"August 28, 1980",Notre Dame,2004,2013,G,6-6,212,"November 7, 2003",10 years,459,6.6,1.9,0.7
Jimmy Carruth,https://www.basketball-reference.com/players/c/carruji01.html,"November 4, 1969",Virginia Tech,1997,1997,C-F,6-10,265,"March 17, 1997",1 year,4,1.3,1.0,0.0
Anthony Carter,https://www.basketball-reference.com/players/c/cartean01.html,"June 16, 1975",Hawaii,2000,2012,G,6-1,190,"November 2, 1999",13 years,623,4.8,2.1,3.8
Butch Carter,https://www.basketball-reference.com/players/c/cartebu01.html,"June 11, 1958",Indiana,1981,1986,G,6-5,180,"October 12, 1980",6 years,361,8.7,1.5,1.9
Fred Carter,https://www.basketball-reference.com/players/c/cartefr01.html,"February 14, 1945",Mount St. Mary's University,1970,1977,G-F,6-3,185,"October 21, 1969",8 years,611,15.2,3.9,3.5
George Carter,https://www.basketball-reference.com/players/c/cartege01.html,"January 10, 1944",St. Bonaventure,1968,1976,F-G,6-4,210,"October 17, 1967",8 years,479,18.1,6.8,2.0
Howard Carter,https://www.basketball-reference.com/players/c/carteho01.html,"October 26, 1961",LSU,1984,1985,G,6-5,215,"October 28, 1983",2 years,66,5.3,1.3,1.1
Jake Carter,https://www.basketball-reference.com/players/c/carteja01.html,"July 25, 1924",Texas A&M University-Commerce,1950,1950,F-C,6-4,195,"November 25, 1949",1 year,24,3.4,-,1.0
Jevon Carter,https://www.basketball-reference.com/players/c/carteje01.html,"September 14, 1995",West Virginia,2019,2023,G,6-1,200,"December 15, 2018",5 years,304,5.4,1.9,1.7
Maurice Carter,https://www.basketball-reference.com/players/c/cartema01.html,"October 12, 1976",LSU,2004,2004,G,6-5,210,"February 2, 2004",1 year,10,4.2,1.1,0.4
Reggie Carter,https://www.basketball-reference.com/players/c/cartere01.html,"October 10, 1957",Hawaii,1981,1982,G,6-3,175,"October 11, 1980",2 years,135,3.5,1.2,1.5
Ron Carter,https://www.basketball-reference.com/players/c/cartero01.html,"August 31, 1956",Virginia Military Institute,1979,1980,G,6-5,190,"October 13, 1978",2 years,59,3.0,1.1,0.6
Vince Carter,https://www.basketball-reference.com/players/c/cartevi01.html,"January 26, 1977",UNC,1999,2020,G-F,6-6,220,"February 5, 1999",22 years,1541,16.7,4.3,3.1
Wendell Carter Jr.,https://www.basketball-reference.com/players/c/cartewe01.html,"April 16, 1999",Duke,2019,2023,C,6-10,270,"October 18, 2018",5 years,260,12.9,8.8,2.1
Michael Carter-Williams,https://www.basketball-reference.com/players/c/cartemi01.html,"October 10, 1991",Syracuse,2014,2023,G,6-5,190,"October 30, 2013",9 years,395,10.2,4.3,4.3
Bill Cartwright,https://www.basketball-reference.com/players/c/cartwbi01.html,"July 30, 1957",San Francisco,1980,1995,C,7-1,245,"October 12, 1979",15 years,963,13.2,6.3,1.4
Jay Carty,https://www.basketball-reference.com/players/c/cartyja01.html,"July 4, 1941",Oregon State,1969,1969,F,6-8,220,"October 25, 1968",1 year,28,2.7,2.1,0.4
Alex Caruso,https://www.basketball-reference.com/players/c/carusal01.html,"February 28, 1994",Texas A&M,2018,2023,G,6-4,186,"October 19, 2017",6 years,292,6.0,2.6,2.7
Cornelius Cash,https://www.basketball-reference.com/players/c/cashco01.html,"March 3, 1952",Bowling Green,1977,1977,F,6-8,215,"October 22, 1976",1 year,6,3.5,2.7,0.2
Sam Cash,https://www.basketball-reference.com/players/c/cashsa01.html,"November 13, 1950",San Bernardino Valley College,1973,1973,F,6-8,230,,1 year,7,2.9,2.7,0.0
Sam Cassell,https://www.basketball-reference.com/players/c/cassesa01.html,"November 18, 1969",Florida State,1994,2008,G,6-3,185,"November 5, 1993",15 years,993,15.7,3.2,6.0
Omri Casspi,https://www.basketball-reference.com/players/c/casspom01.html,"June 22, 1988",None,2010,2019,F,6-9,225,"October 28, 2009",10 years,588,7.9,4.0,1.1
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,"September 2, 1951",Hardin-Simmons University,1975,1985,C-F,6-9,218,"October 18, 1974",11 years,725,3.2,5.0,0.8
Terry Catledge,https://www.basketball-reference.com/players/c/catlete01.html,"August 22, 1963",University of South Alabama,1986,1993,F,6-8,220,"October 26, 1985",8 years,515,12.7,6.4,0.9
Sid Catlett,https://www.basketball-reference.com/players/c/catlesi01.html,"April 18, 1948",Notre Dame,1972,1972,F,6-6,230,"November 3, 1971",1 year,9,0.7,0.4,0.1
Kelvin Cato,https://www.basketball-reference.com/players/c/catoke01.html,"August 26, 1974",University of South Alabama,1998,2007,C,6-11,255,"October 31, 1997",10 years,541,5.5,5.3,0.5
Bobby Cattage,https://www.basketball-reference.com/players/c/cattabo01.html,"August 17, 1958",Auburn,1982,1986,F,6-9,250,"October 30, 1981",2 years,78,3.1,1.4,0.1
Willie Cauley-Stein,https://www.basketball-reference.com/players/c/caulewi01.html,"August 18, 1993",Kentucky,2016,2022,F-C,7-0,240,"October 28, 2015",7 years,422,8.7,5.9,1.4
Troy Caupain,https://www.basketball-reference.com/players/c/caupatr01.html,"November 29, 1995",Cincinnati,2019,2019,G,6-4,210,"December 31, 2018",1 year,4,2.5,0.8,1.0
Duane Causwell,https://www.basketball-reference.com/players/c/causwdu01.html,"May 31, 1968",Temple,1991,2001,C,7-0,240,"November 2, 1990",11 years,541,4.9,4.2,0.4
Tyler Cavanaugh,https://www.basketball-reference.com/players/c/cavanty01.html,"February 9, 1994",George Washington,2018,2019,F,6-9,238,"November 5, 2017",2 years,50,3.8,2.7,0.6
Ron Cavenall,https://www.basketball-reference.com/players/c/cavenro01.html,"April 30, 1959",Texas Southern,1985,1989,C,7-1,230,"November 10, 1984",2 years,58,1.4,2.9,0.3
Ahmad Caver,https://www.basketball-reference.com/players/c/caverah01.html,"September 12, 1996",Old Dominion,2022,2022,G,6-2,175,"January 5, 2022",1 year,1,2.0,0.0,0.0
Cedric Ceballos,https://www.basketball-reference.com/players/c/cebalce01.html,"August 2, 1969",Cal State Fullerton,1991,2001,F,6-6,190,"November 2, 1990",11 years,609,14.3,5.3,1.2
John Celestand,https://www.basketball-reference.com/players/c/celesjo01.html,"March 6, 1977",Villanova,2000,2000,G,6-4,178,"November 15, 1999",1 year,16,2.3,0.7,1.3
Al Cervi,https://www.basketball-reference.com/players/c/cervial01.html,"February 12, 1917",None,1950,1953,G-F,5-11,170,"November 3, 1949",4 years,202,7.9,1.8,3.2
Lionel Chalmers,https://www.basketball-reference.com/players/c/chalmli01.html,"November 10, 1980",Xavier,2005,2005,G,6-0,180,"November 3, 2004",1 year,36,3.1,0.9,1.4
Mario Chalmers,https://www.basketball-reference.com/players/c/chalmma01.html,"May 19, 1986",Kansas,2009,2018,G,6-2,190,"October 29, 2008",9 years,646,8.9,2.5,3.7
